date,ticker,name,stock_exchange,sector,economic_risk_region,avg_daily_volume_m,market_cap_b,revenue_b,net_income_b,operating_margin,price_ltm_sales,pe_ratio,fcf_yield,return_on_common,cash_ratio,price_52w_high_pct
2025-08-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,4.573,74.521,6.142,1.879,31.4%,12.1x,39.7x,2.8%,205.9%,101.1%,84.8%
2025-08-01,EFOR,Everforth,NYSE,Information Technology,Developed,0.546,2.129,4.005,0.14,6.8%,0.5x,15.2x,15.9%,7.7%,32.0%,47.8%
2025-08-01,CHKP,Check Point Software,NasdaqGS,Information Technology,Developed,0.819,20.244,2.642,0.858,33.0%,7.7x,23.6x,5.7%,30.3%,86.6%,80.5%
2025-08-01,BILL,Bill.com,NYSE,Information Technology,Developed,2.134,4.299,1.423,0.038,-5.6%,3.0x,111.8x,8.0%,1.0%,54.1%,41.7%
2025-08-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.563,147.5,22.601,6.869,36.7%,6.5x,21.5x,6.4%,52.3%,63.2%,59.2%
2025-07-01,ZS,Zscaler,NasdaqGS,Information Technology,Developed,2.772,47.848,2.547,-0.039,-4.8%,18.8x,-1,233.9x,1.6%,-2.7%,94.9%,96.9%
2025-07-01,ZBRA,Zebra Technologies,NasdaqGS,Information Technology,Developed,0.637,16.044,5.114,0.549,15.5%,3.1x,29.2x,6.2%,16.2%,55.6%,73.8%
2025-07-01,YOU,Clear Secure,NYSE,Information Technology,Developed,1.846,3.722,0.803,0.231,17.0%,4.6x,21.1x,8.0%,124.8%,77.0%,73.8%
2025-07-01,WDAY,Workday,NasdaqGS,Information Technology,Developed,2.308,63.838,8.696,0.487,7.3%,7.3x,131.1x,3.6%,5.7%,165.3%,81.4%
2025-07-01,TDC,Teradata,NYSE,Information Technology,Developed,1.108,2.212,1.703,0.138,13.0%,1.3x,16.0x,12.0%,130.2%,38.9%,65.0%
2025-07-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,3.984,11.584,3.952,0.412,15.5%,2.9x,28.1x,11.7%,6.7%,245.7%,66.1%
2025-07-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,2.301,7.993,3.719,0.556,10.1%,2.1x,143.7x,6.1%,1.6%,130.4%,65.7%
2025-07-01,PLUS,ePlus,NasdaqGS,Information Technology,Developed,0.193,1.876,2.069,0.108,6.9%,0.9x,17.4x,15.8%,11.5%,48.8%,66.8%
2025-07-01,ON,ON Semiconductor,NasdaqGS,Information Technology,Developed,10.832,22.399,6.665,0.636,20.2%,3.4x,35.3x,6.3%,7.8%,235.7%,66.9%
2025-07-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,5.15,78.402,6.142,1.879,31.4%,12.8x,41.7x,2.6%,205.9%,101.1%,89.2%
2025-07-01,DIOD,Diodes,NasdaqGS,Information Technology,Developed,0.538,2.566,1.341,0.033,3.3%,1.9x,100.4x,5.4%,1.4%,96.4%,63.8%
2025-07-01,DDOG,Datadog,NasdaqGS,Information Technology,Developed,4.919,45.701,2.835,0.165,1.1%,16.1x,275.7x,2.0%,6.5%,239.9%,77.8%
2025-07-01,CDNS,Cadence Design,NasdaqGS,Information Technology,Developed,2.13,84.496,4.875,1.081,30.8%,17.3x,78.1x,1.6%,25.9%,223.5%,94.9%
2025-07-01,BILL,Bill.com,NYSE,Information Technology,Developed,2.217,4.744,1.423,0.038,-5.6%,3.3x,123.3x,7.2%,1.0%,54.1%,46.0%
2025-07-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.845,166.3,22.601,6.869,36.7%,7.4x,24.2x,5.7%,52.3%,63.2%,66.7%
2025-06-01,YOU,Clear Secure,NYSE,Information Technology,Developed,2.232,3.293,0.803,0.231,17.0%,4.1x,18.7x,9.0%,124.8%,77.0%,64.9%
2025-06-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,3.632,12.609,2.906,0.577,20.7%,4.3x,21.9x,4.8%,21.6%,78.2%,48.4%
2025-06-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,4.15,10.363,3.952,0.412,15.5%,2.6x,25.1x,13.0%,6.7%,245.7%,59.2%
2025-06-01,SNPS,Synopsys,NasdaqGS,Information Technology,Developed,1.402,71.992,6.221,2.143,20.9%,11.6x,53.3x,1.5%,15.8%,592.8%,74.3%
2025-06-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,2.499,7.072,3.719,0.556,10.1%,1.9x,127.2x,6.9%,1.6%,130.4%,58.0%
2025-06-01,OTEX,Open Text,NasdaqGS,Information Technology,Developed,1.429,7.265,5.22,0.656,19.2%,1.4x,11.1x,9.8%,15.9%,50.7%,84.3%
2025-06-01,ON,ON Semiconductor,NasdaqGS,Information Technology,Developed,10.224,17.56,6.665,0.636,20.2%,2.6x,27.7x,8.0%,7.8%,235.7%,52.5%
2025-06-01,MRVL,Marvell,NasdaqGS,Information Technology,Developed,20.56,51.896,6.502,-0.492,6.1%,8.0x,-105.6x,2.7%,-3.5%,30.1%,47.3%
2025-06-01,KEYS,Keysight Technologies,NYSE,Information Technology,Developed,1.062,26.978,5.108,0.742,17.1%,5.3x,36.4x,5.0%,14.3%,191.5%,84.3%
2025-06-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,5.322,77.904,6.142,1.879,31.4%,12.7x,41.5x,2.7%,205.9%,101.1%,88.6%
2025-06-01,DXC,DXC Technology,NYSE,Information Technology,Developed,2.089,2.755,12.871,0.396,6.9%,0.2x,7.1x,41.7%,12.9%,40.7%,61.2%
2025-06-01,CDNS,Cadence Design,NasdaqGS,Information Technology,Developed,2.338,78.382,4.875,1.081,30.8%,16.1x,72.5x,1.8%,25.9%,223.5%,87.3%
2025-06-01,BILL,Bill.com,NYSE,Information Technology,Developed,2.349,4.5,1.423,0.038,-5.6%,3.2x,117.0x,7.6%,1.0%,54.1%,43.6%
2025-06-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.825,176.9,22.037,6.751,36.6%,8.0x,26.2x,5.2%,47.3%,81.2%,70.6%
2025-06-01,ACLS,Axcelis,NasdaqGS,Information Technology,Developed,0.674,1.81,0.958,0.178,19.1%,1.9x,10.2x,6.8%,18.5%,293.0%,35.5%
2025-05-01,ZBRA,Zebra Technologies,NasdaqGS,Information Technology,Developed,0.728,12.695,5.114,0.549,15.5%,2.5x,23.1x,7.9%,16.2%,55.6%,58.4%
2025-05-01,YOU,Clear Secure,NYSE,Information Technology,Developed,2.333,3.249,0.771,0.225,15.7%,4.2x,19.1x,8.7%,78.6%,94.8%,64.0%
2025-05-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,3.572,11.866,2.906,0.577,20.7%,4.1x,20.6x,5.1%,21.6%,78.2%,45.3%
2025-05-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,4.17,10.018,4.045,0.527,17.2%,2.5x,19.0x,12.5%,8.3%,300.1%,55.3%
2025-05-01,ROG,Rogers,NYSE,Information Technology,Developed,0.278,1.18,0.807,0.017,5.3%,1.5x,69.8x,4.6%,1.3%,137.6%,47.5%
2025-05-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,2.59,6.52,3.719,0.056,2.6%,1.8x,117.2x,7.4%,1.6%,130.4%,53.3%
2025-05-01,ON,ON Semiconductor,NasdaqGS,Information Technology,Developed,10.244,16.713,7.082,1.575,26.9%,2.4x,10.6x,7.3%,19.0%,224.1%,49.5%
2025-05-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.8,6.711,0.649,0.23,37.9%,10.3x,29.3x,2.4%,14.6%,505.1%,60.0%
2025-05-01,MRVL,Marvell,NasdaqGS,Information Technology,Developed,18.578,52.65,5.767,-0.885,-0.1%,9.1x,-59.5x,2.7%,-6.3%,46.8%,47.9%
2025-05-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,1.484,4.831,3.586,0.19,14.4%,1.3x,25.4x,8.5%,7.9%,92.1%,48.9%
2025-05-01,MCHP,Microchip Technology,NasdaqGS,Information Technology,Developed,12.461,24.729,4.757,0.309,13.5%,5.2x,80.1x,3.9%,4.7%,44.1%,46.6%
2025-05-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.722,5.077,1.843,0.305,20.4%,2.8x,16.6x,9.0%,16.2%,267.4%,64.8%
2025-05-01,BILL,Bill.com,NYSE,Information Technology,Developed,3.09,4.638,1.388,0.082,-5.5%,3.3x,56.6x,6.7%,2.1%,53.6%,45.4%
2025-05-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.906,159.7,22.037,6.751,36.6%,7.2x,23.7x,5.8%,47.3%,81.2%,63.7%
2025-05-01,ACLS,Axcelis,NasdaqGS,Information Technology,Developed,0.741,1.58,1.018,0.201,20.7%,1.6x,7.9x,8.1%,21.4%,275.3%,31.0%
2025-04-01,ZS,Zscaler,NasdaqGS,Information Technology,Developed,1.858,31.111,2.422,-0.016,-4.2%,12.8x,-2,003.4x,2.5%,-1.2%,94.5%,92.3%
2025-04-01,YOU,Clear Secure,NYSE,Information Technology,Developed,2.23,3.531,0.771,0.225,15.7%,4.6x,20.8x,8.0%,78.6%,94.8%,67.7%
2025-04-01,WDAY,Workday,NasdaqGS,Information Technology,Developed,2.229,62.468,8.446,0.526,5.9%,7.4x,118.8x,3.5%,6.1%,144.5%,79.8%
2025-04-01,ROP,Roper Technologies,NasdaqGS,Information Technology,Developed,0.643,63.441,7.039,1.549,28.4%,9.0x,40.9x,3.7%,8.5%,4.9%,99.3%
2025-04-01,QLYS,Qualys,NasdaqGS,Information Technology,Developed,0.344,4.694,0.608,0.174,30.8%,7.7x,27.0x,4.9%,41.1%,89.0%,73.9%
2025-04-01,OTEX,Open Text,NasdaqGS,Information Technology,Developed,1.078,6.588,5.413,0.661,19.2%,1.2x,10.0x,10.4%,16.0%,46.8%,68.2%
2025-04-01,MSFT,Microsoft,NasdaqGS,Information Technology,Developed,23.058,2,841.2,261.8,92.75,45.0%,10.9x,30.6x,2.5%,34.3%,65.7%,82.1%
2025-04-01,INTU,Intuit,NasdaqGS,Information Technology,Developed,1.866,171.6,17.167,3.037,23.6%,10.0x,56.5x,3.3%,17.4%,34.3%,86.0%
2025-04-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,4.636,74.337,5.956,1.745,30.2%,12.5x,42.6x,2.5%,338.7%,100.1%,84.2%
2025-04-01,ENFN,Enfusion,NYSE,Information Technology,Developed,1.08,1.433,0.202,0.039,3.5%,7.1x,507.7x,2.2%,4.4%,199.3%,94.2%
2025-04-01,DLB,Dolby Labs,NYSE,Information Technology,Developed,0.496,7.771,1.315,0.265,21.1%,5.9x,29.6x,5.1%,10.8%,117.9%,90.3%
2025-04-01,ANSS,ANSYS,NasdaqGM,Information Technology,Developed,0.513,28.118,2.545,0.576,28.2%,11.0x,48.8x,2.7%,10.0%,159.1%,88.4%
2025-04-01,ADSK,Autodesk,NasdaqGS,Information Technology,Developed,1.65,56.362,6.131,1.112,23.1%,9.2x,50.7x,2.8%,49.7%,36.6%,81.0%
2025-04-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.829,163.3,22.037,6.751,36.6%,7.4x,24.2x,5.6%,47.3%,81.2%,65.2%
2025-04-01,AAPL,Apple,NasdaqGS,Information Technology,Developed,52.694,3,352.8,395.8,96.15,31.8%,8.5x,34.9x,2.9%,136.5%,37.2%,85.9%
2025-03-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,2.703,22.496,4.665,1.01,17.5%,4.8x,22.3x,8.0%,11.9%,409.4%,79.4%
2025-03-01,YOU,Clear Secure,NYSE,Information Technology,Developed,1.971,3.245,0.771,0.225,15.7%,4.2x,19.1x,8.7%,78.6%,94.8%,61.3%
2025-03-01,SNOW,Snowflake,NYSE,Information Technology,Developed,5.793,58.461,3.626,-1.289,-39.4%,16.1x,-45.5x,1.6%,-31.4%,140.5%,91.1%
2025-03-01,QCOM,Qualcomm,NasdaqGS,Information Technology,Developed,7.988,173.7,40.696,10.555,26.7%,4.3x,16.6x,7.3%,42.0%,143.7%,68.9%
2025-03-01,OTEX,Open Text,NasdaqGS,Information Technology,Developed,0.707,6.707,5.413,0.661,19.2%,1.2x,10.2x,10.2%,16.0%,46.8%,65.3%
2025-03-01,KEYS,Keysight Technologies,NYSE,Information Technology,Developed,1.062,27.615,5.018,0.611,16.8%,5.5x,45.2x,3.5%,12.2%,136.5%,85.7%
2025-03-01,IBM,IBM,NYSE,Information Technology,Developed,4.468,234.1,62.753,6.023,15.6%,3.7x,38.9x,5.3%,24.1%,44.0%,95.2%
2025-03-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,4.416,83.057,5.956,1.745,30.2%,13.9x,47.6x,2.3%,338.7%,100.1%,94.1%
2025-03-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.69,11.693,4.728,0.454,12.8%,2.5x,25.7x,4.5%,12.8%,156.9%,64.9%
2025-03-01,DLB,Dolby Labs,NYSE,Information Technology,Developed,0.492,7.865,1.315,0.265,21.1%,6.0x,29.9x,5.0%,10.8%,117.9%,91.4%
2025-03-01,DBX,Dropbox,NasdaqGS,Information Technology,Developed,3.512,7.839,2.548,0.452,20.9%,3.1x,17.3x,11.1%,-98.5%,131.7%,77.9%
2025-03-01,CDNS,Cadence Design,NasdaqGS,Information Technology,Developed,1.859,68.664,4.641,1.055,29.9%,14.8x,65.1x,1.6%,26.1%,203.2%,76.1%
2025-03-01,ANSS,ANSYS,NasdaqGM,Information Technology,Developed,0.503,29.21,2.545,0.576,28.2%,11.5x,50.7x,2.6%,10.0%,159.1%,91.8%
2025-03-01,AKAM,Akamai,NasdaqGS,Information Technology,Developed,2.248,12.128,3.991,0.505,15.9%,3.0x,24.0x,8.2%,10.7%,76.3%,71.2%
2025-03-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,4.019,190.7,21.505,5.56,36.4%,8.9x,34.3x,4.1%,36.3%,75.0%,74.6%
2025-02-01,YOU,Clear Secure,NYSE,Information Technology,Developed,2.134,3.3,0.735,0.132,13.9%,4.5x,41.1x,7.3%,39.7%,97.7%,61.2%
2025-02-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,2.555,18.858,2.82,0.542,19.6%,6.7x,34.8x,2.5%,20.3%,96.0%,71.1%
2025-02-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.651,7.115,0.644,0.238,39.0%,11.1x,30.0x,3.1%,16.0%,420.5%,63.5%
2025-02-01,MRVL,Marvell,NasdaqGS,Information Technology,Developed,14.094,97.658,5.376,-1.478,-4.5%,18.2x,-66.1x,1.5%,-10.3%,49.2%,88.5%
2025-02-01,MPWR,Monolithic Power,NasdaqGS,Information Technology,Developed,1.009,31.091,2.039,0.434,23.8%,15.2x,71.6x,2.2%,20.2%,434.5%,66.6%
2025-02-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.809,7.624,3.544,0.03,14.2%,2.2x,254.1x,5.7%,1.2%,110.2%,77.1%
2025-02-01,MCHP,Microchip Technology,NasdaqGS,Information Technology,Developed,8.377,29.16,5.497,0.781,20.7%,5.3x,37.3x,5.2%,11.8%,8.7%,54.7%
2025-02-01,KLAC,KLA Corp,NasdaqGS,Information Technology,Developed,1.202,98.102,10.847,3.208,38.2%,9.0x,30.6x,3.4%,96.8%,91.4%,82.7%
2025-02-01,JBL,Jabil Circuit,NYSE,Information Technology,Developed,1.367,17.79,27.49,1.294,4.7%,0.6x,13.7x,5.5%,62.7%,16.8%,92.9%
2025-02-01,INTU,Intuit,NasdaqGS,Information Technology,Developed,1.698,168.4,16.59,2.919,23.1%,10.1x,57.7x,3.1%,16.6%,39.0%,84.3%
2025-02-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,4.673,77.32,5.711,1.53,28.2%,13.5x,50.5x,2.2%,311.5%,95.3%,98.1%
2025-02-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.396,8.414,1.25,0.061,2.5%,6.7x,137.0x,4.0%,6.3%,311.3%,44.0%
2025-02-01,DV,DoubleVerify Holdings,NYSE,Communication Services,Developed,1.754,3.486,0.639,0.066,12.9%,5.5x,52.9x,4.3%,6.2%,411.1%,47.9%
2025-02-01,CDNS,Cadence Design,NasdaqGS,Information Technology,Developed,1.593,81.626,4.354,1.039,29.2%,18.7x,78.5x,1.2%,27.1%,175.6%,90.5%
2025-02-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.923,190.4,21.505,5.56,36.4%,8.9x,34.2x,4.1%,36.3%,75.0%,68.5%
2025-01-01,YOU,Clear Secure,NYSE,Information Technology,Developed,2.143,3.714,0.735,0.132,13.9%,5.1x,46.2x,6.5%,39.7%,97.7%,68.8%
2025-01-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,2.316,20.508,2.738,0.513,19.1%,7.5x,40.0x,2.2%,19.2%,92.7%,77.3%
2025-01-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,2.453,6.61,3.948,-0.141,9.1%,1.7x,-46.8x,11.7%,-3.9%,82.2%,53.4%
2025-01-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.544,6.939,0.644,0.238,39.0%,10.8x,29.2x,3.1%,16.0%,420.5%,62.0%
2025-01-01,NSIT,Insight Enterprises,NasdaqGS,Information Technology,Developed,0.371,4.831,8.865,0.303,5.1%,0.5x,15.9x,12.0%,17.9%,8.5%,66.7%
2025-01-01,MPWR,Monolithic Power,NasdaqGS,Information Technology,Developed,0.913,28.863,2.039,0.434,23.8%,14.2x,66.5x,2.4%,20.2%,434.5%,61.9%
2025-01-01,MCHP,Microchip Technology,NasdaqGS,Information Technology,Developed,7.197,30.798,5.497,0.782,20.7%,5.6x,39.4x,4.9%,11.8%,8.7%,57.7%
2025-01-01,KLAC,KLA Corp,NasdaqGS,Information Technology,Developed,1.135,84.285,10.257,2.966,37.6%,8.2x,28.4x,3.7%,90.6%,96.5%,70.6%
2025-01-01,IT,Gartner,NYSE,Information Technology,Developed,0.354,37.369,6.138,1.064,18.7%,6.1x,35.1x,3.4%,130.4%,51.0%,86.7%
2025-01-01,FTNT,Fortinet,NasdaqGS,Information Technology,Developed,4.478,72.414,5.711,1.53,28.2%,12.7x,47.3x,2.3%,311.5%,95.3%,93.9%
2025-01-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,4.596,9.279,1.25,0.061,2.5%,7.4x,151.1x,3.6%,6.3%,311.3%,48.5%
2025-01-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.662,5.292,1.907,0.328,20.9%,2.8x,16.1x,10.4%,18.0%,208.6%,67.5%
2025-01-01,AMAT,Applied Materials,NasdaqGS,Information Technology,Developed,6.556,132.3,27.176,7.177,28.9%,4.9x,18.4x,5.7%,40.6%,111.8%,63.8%
2025-01-01,ADBE,Adobe,NasdaqGS,Information Technology,Developed,3.442,195.7,21.505,5.56,36.0%,9.1x,35.2x,3.3%,36.3%,75.0%,69.7%
2025-01-01,ACLS,Axcelis,NasdaqGS,Information Technology,Developed,0.628,2.271,1.076,0.222,21.9%,2.1x,10.2x,7.7%,25.0%,229.7%,44.1%
2024-12-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,2.045,17.915,2.738,0.513,19.1%,6.5x,34.9x,2.5%,19.2%,92.7%,67.5%
2024-12-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,2.226,14.007,4.178,0.596,18.8%,3.4x,23.5x,11.9%,9.6%,259.3%,72.9%
2024-12-01,ROP,Roper Technologies,NasdaqGS,Information Technology,Developed,0.448,60.739,6.776,1.476,28.6%,9.0x,41.5x,3.7%,8.2%,8.2%,98.0%
2024-12-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.698,6.527,3.948,-0.141,9.1%,1.7x,-46.2x,11.9%,-3.9%,82.2%,52.7%
2024-12-01,MSI,Motorola Solutions,NYSE,Information Technology,Developed,0.709,83.51,10.655,1.567,26.4%,7.8x,53.5x,2.8%,185.1%,30.1%,98.4%
2024-12-01,KLAC,KLA Corp,NasdaqGS,Information Technology,Developed,1.094,86.547,10.257,2.966,37.6%,8.4x,29.2x,3.6%,90.6%,96.5%,72.5%
2024-12-01,IT,Gartner,NYSE,Information Technology,Developed,0.317,39.95,6.138,1.064,18.7%,6.5x,37.6x,3.2%,130.4%,51.0%,92.7%
2024-12-01,ICHR,Ichor Holdings,NasdaqGS,Information Technology,Developed,0.272,1.105,0.819,-0.029,-1.8%,1.3x,-38.4x,4.7%,-4.5%,94.7%,70.6%
2024-12-01,GFS,GlobalFoundries,NasdaqGS,Information Technology,Developed,1.669,23.902,6.774,0.745,12.2%,3.5x,32.2x,5.2%,6.6%,127.5%,69.1%
2024-12-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.63,13.835,4.637,0.448,12.4%,3.0x,30.8x,4.1%,13.1%,302.3%,76.8%
2024-12-01,CDW,CDW Corp,NasdaqGS,Information Technology,Developed,1.1,23.445,20.831,1.11,8.1%,1.1x,21.1x,5.7%,53.4%,21.2%,67.4%
2024-12-01,AMAT,Applied Materials,NasdaqGS,Information Technology,Developed,6.587,144,27.176,7.177,28.9%,5.3x,20.1x,5.2%,40.6%,111.8%,68.6%
2024-12-01,ALRM,Alarm.com Holdings,NasdaqGS,Information Technology,Developed,0.424,3.22,0.924,0.123,11.3%,3.5x,25.7x,5.6%,18.4%,717.8%,84.3%
2024-12-01,AKAM,Akamai,NasdaqGS,Information Technology,Developed,1.696,14.124,3.966,0.526,16.7%,3.6x,26.8x,7.8%,11.5%,85.7%,72.8%
2024-12-01,ADI,Analog Devices,NasdaqGS,Information Technology,Developed,2.899,108.2,9.427,1.635,21.9%,11.5x,66.2x,2.9%,4.6%,79.1%,89.7%
2024-11-01,VRNT,Verint,NasdaqGS,Information Technology,Developed,0.756,1.331,0.916,0.063,12.2%,1.5x,31.4x,10.3%,5.1%,57.3%,56.2%
2024-11-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.358,2.803,0.959,-0.126,-7.8%,2.9x,22.3x,3.6%,9.3%,316.3%,57.9%
2024-11-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,2.049,14.2,4.372,0.78,19.4%,3.2x,18.2x,11.1%,12.8%,225.4%,74.0%
2024-11-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,26.44,15.254,14.943,1.208,8.5%,1.0x,12.6x,-16.3%,32.5%,69.5%,21.2%
2024-11-01,SCSC,ScanSource,NasdaqGS,Information Technology,Developed,0.207,1.044,3.26,0.08,3.0%,0.3x,13.6x,34.8%,8.4%,27.7%,81.6%
2024-11-01,RMBS,Rambus,NasdaqGS,Information Technology,Developed,1.789,5.11,0.518,0.177,30.4%,9.9x,29.0x,3.9%,17.7%,583.7%,62.8%
2024-11-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.429,1.469,0.872,0.206,26.4%,1.7x,10.4x,10.9%,13.9%,317.3%,67.9%
2024-11-01,PI,Impinj,NasdaqGS,Information Technology,Developed,0.534,5.508,0.345,-0.035,-3.5%,16.0x,194.3x,1.8%,33.2%,51.4%,81.2%
2024-11-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,306.3,3,321.4,96.307,53.008,61.9%,34.5x,62.7x,1.4%,123.8%,249.1%,93.8%
2024-11-01,NSIT,Insight Enterprises,NasdaqGS,Information Technology,Developed,0.247,5.47,8.865,0.303,5.1%,0.6x,18.0x,10.6%,17.9%,8.5%,75.5%
2024-11-01,GFS,GlobalFoundries,NasdaqGS,Information Technology,Developed,1.392,20.212,6.887,0.816,13.3%,2.9x,24.8x,5.4%,7.5%,118.8%,58.5%
2024-11-01,CVLT,Commvault,NasdaqGS,Information Technology,Developed,0.38,6.808,0.898,0.177,9.6%,7.6x,38.4x,3.2%,77.2%,64.7%,90.9%
2024-11-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.579,5.891,1.846,0.301,20.3%,3.2x,19.6x,8.7%,17.2%,256.3%,74.8%
2024-11-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,1.56,6.412,6.44,0.369,7.2%,1.0x,17.5x,6.7%,9.1%,93.6%,58.1%
2024-11-01,ACLS,Axcelis,NasdaqGS,Information Technology,Developed,0.623,2.808,1.111,0.239,23.4%,2.5x,11.7x,5.4%,28.5%,224.6%,54.3%
2024-10-01,VRNT,Verint,NasdaqGS,Information Technology,Developed,0.757,1.521,0.916,0.063,12.2%,1.7x,35.9x,9.0%,5.1%,57.3%,64.3%
2024-10-01,TDC,Teradata,NYSE,Information Technology,Developed,0.845,2.846,1.796,0.062,10.2%,1.6x,45.9x,9.3%,42.3%,33.9%,59.9%
2024-10-01,SMCI,Super Micro Computer,NasdaqGS,Information Technology,Developed,8.128,23.745,14.943,1.208,8.5%,1.6x,19.7x,-10.4%,32.5%,69.5%,33.0%
2024-10-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,0.721,2.443,0.817,-0.046,4.7%,3.0x,-53.0x,5.3%,56.3%,76.5%,62.9%
2024-10-01,RMBS,Rambus,NasdaqGS,Information Technology,Developed,1.908,4.321,0.478,0.231,26.3%,9.0x,18.7x,4.5%,23.4%,509.1%,52.5%
2024-10-01,PI,Impinj,NasdaqGS,Information Technology,Developed,0.508,5.951,0.315,-0.123,-8.7%,18.9x,481.3x,1.6%,16.1%,69.1%,96.1%
2024-10-01,NVDA,NVIDIA,NasdaqGS,Information Technology,Developed,324.4,2,870,96.307,53.008,61.9%,29.8x,54.1x,1.6%,123.8%,249.1%,83.1%
