date,ticker,name,stock_exchange,sector,economic_risk_region,avg_daily_volume_m,market_cap_b,revenue_b,net_income_b,operating_margin,price_ltm_sales,pe_ratio,fcf_yield,return_on_common,cash_ratio,price_52w_high_pct
2023-02-01,VECO,Veeco,NasdaqGS,Information Technology,Developed,0.398,1.073,0.645,0.046,10.3%,1.7x,23.2x,5.7%,10.5%,104.1%,69.2%
2023-02-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.47,5.296,1.815,0.281,23.1%,2.9x,18.8x,8.5%,24.2%,249.6%,55.4%
2023-02-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.214,2.197,0.78,0.147,22.5%,2.8x,14.9x,7.5%,19.5%,443.2%,46.4%
2023-02-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.92,4.06,1.912,-0.714,-20.6%,2.1x,-5.7x,4.2%,714.8%,47.8%,23.6%
2023-02-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.359,6.417,0.594,0.191,40.5%,10.8x,33.8x,2.1%,16.9%,498.4%,77.6%
2023-02-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.157,6.572,1.636,-0.477,-23.8%,4.0x,-13.8x,1.0%,64.0%,120.9%,84.7%
2023-02-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.474,3.405,1.12,0.101,16.5%,3.0x,27.2x,10.2%,21.5%,60.4%,66.0%
2023-02-01,LITE,Lumentum Holdings,NasdaqGS,Information Technology,Developed,1.06,4.145,1.771,0.117,13.5%,2.3x,35.4x,7.8%,6.7%,202.4%,57.9%
2023-02-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.268,5.592,1.46,0.269,22.3%,3.8x,20.9x,2.5%,10.1%,417.4%,70.9%
2023-02-01,INTC,Intel,NasdaqGS,Information Technology,Developed,38.915,120.3,63.054,8.017,3.7%,1.9x,15.0x,-8.0%,8.1%,88.1%,57.1%
2023-02-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.553,2.248,0.787,0.09,13.9%,2.9x,24.9x,4.3%,11.3%,153.6%,65.7%
2023-02-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,1.316,2.354,1.18,0.049,6.3%,2.0x,48.3x,7.3%,63.2%,38.4%,86.6%
2023-02-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.665,6.635,14.847,0.731,9.5%,0.4x,9.2x,15.4%,14.8%,33.9%,72.7%
2023-01-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,3.768,19.802,4.347,0.698,16.0%,4.6x,28.4x,6.0%,12.8%,272.4%,35.4%
2023-01-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.956,10.022,17.478,0.917,10.6%,0.6x,10.9x,1.7%,7.8%,41.3%,45.5%
2023-01-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.287,3.217,0.787,0.14,9.7%,0.4x,27.0x,12.0%,9.1%,16.1%,52.5%
2023-01-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.281,1.508,2.423,0.071,9.8%,0.6x,26.0x,2.9%,7.0%,111.3%,54.8%
2023-01-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.378,1.832,0.78,0.147,22.5%,2.3x,12.4x,9.1%,19.5%,443.2%,31.1%
2023-01-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.156,3.399,1.912,-0.714,-20.6%,1.8x,-4.8x,5.0%,714.8%,47.8%,17.9%
2023-01-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.278,9.19,4.474,0.686,22.4%,2.1x,13.4x,8.8%,15.2%,119.3%,55.6%
2023-01-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.364,5.103,0.594,0.191,40.5%,8.6x,26.9x,2.7%,16.9%,498.4%,61.1%
2023-01-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.611,5.994,1.636,-0.477,-23.8%,3.7x,-12.6x,1.1%,64.0%,120.9%,77.2%
2023-01-01,MU,Micron,NasdaqGS,Information Technology,Developed,17.491,54.537,27.156,6.186,25.2%,2.0x,8.8x,1.7%,13.0%,162.2%,51.2%
2023-01-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.804,5.635,3.225,0.429,21.4%,1.7x,13.1x,7.2%,12.5%,87.5%,47.2%
2023-01-01,LITE,Lumentum Holdings,NasdaqGS,Information Technology,Developed,1.077,3.556,1.771,0.117,13.5%,2.0x,30.4x,9.1%,6.7%,202.4%,47.9%
2023-01-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.277,4.612,1.46,0.269,22.3%,3.2x,17.2x,3.1%,10.1%,417.4%,53.6%
2023-01-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.645,1.712,0.787,0.09,13.9%,2.2x,18.9x,5.6%,11.3%,153.6%,46.8%
2023-01-01,DXC,DXC Technology,NYSE,Information Technology,Developed,2.106,6.097,15.367,0.772,9.2%,0.4x,8.1x,18.2%,16.1%,38.5%,66.8%
2022-12-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.069,22.635,4.347,0.698,16.0%,5.2x,32.4x,5.3%,12.8%,272.4%,37.7%
2022-12-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.929,11.385,18.793,1.5,13.1%,0.7x,12.4x,1.5%,7.8%,41.3%,51.7%
2022-12-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.757,3.266,0.787,0.14,9.7%,0.4x,27.4x,11.8%,9.1%,16.1%,51.8%
2022-12-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.577,4.196,1.815,0.281,23.1%,2.3x,14.9x,10.7%,24.2%,249.6%,35.2%
2022-12-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.25,1.904,0.78,0.159,22.5%,2.4x,12.9x,8.7%,19.5%,443.2%,32.4%
2022-12-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.11,3.732,1.912,-0.714,-20.6%,2.0x,-5.2x,4.5%,714.8%,47.8%,17.9%
2022-12-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.359,9.86,4.474,0.686,22.4%,2.2x,14.4x,8.2%,15.2%,119.3%,59.3%
2022-12-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.428,5.333,0.594,0.191,40.5%,9.0x,28.1x,2.6%,16.9%,498.4%,63.6%
2022-12-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.743,7.027,1.636,-0.477,-23.8%,4.3x,-14.7x,0.9%,64.0%,120.9%,88.0%
2022-12-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.611,2.879,1.078,0.122,15.7%,2.7x,23.6x,10.4%,22.8%,57.0%,47.0%
2022-12-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.747,5.539,3.225,0.429,21.4%,1.7x,12.9x,7.3%,12.5%,87.5%,46.4%
2022-12-01,LITE,Lumentum Holdings,NasdaqGS,Information Technology,Developed,1.012,3.705,1.771,0.117,13.5%,2.1x,31.7x,8.7%,6.7%,202.4%,49.9%
2022-12-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.299,4.52,1.491,0.267,23.7%,3.1x,16.9x,3.1%,10.1%,417.4%,52.5%
2022-12-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.631,1.816,0.787,0.09,13.9%,2.3x,20.1x,5.3%,11.3%,153.6%,49.7%
2022-12-01,DXC,DXC Technology,NYSE,Information Technology,Developed,3.113,6.773,15.37,0.772,9.2%,0.4x,8.9x,16.3%,16.1%,38.5%,74.2%
2022-11-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.37,24.672,4.295,0.99,19.7%,5.7x,24.9x,5.2%,18.6%,295.7%,28.5%
2022-11-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.62,11.335,18.793,1.5,13.1%,0.6x,12.4x,1.5%,7.8%,41.3%,51.5%
2022-11-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.961,2.935,0.787,0.14,9.7%,0.4x,24.7x,13.2%,9.1%,16.1%,46.5%
2022-11-01,VNT,Vontier,NYSE,Information Technology,Developed,1.219,3.091,3.083,0.523,19.9%,1.0x,5.9x,8.4%,123.9%,30.9%,56.8%
2022-11-01,VISN,Vistacent Networks,NasdaqGS,Information Technology,Developed,2.92,2.702,0.886,-0.412,3.2%,0.3x,-5.8x,-6.7%,233.4%,10.6%,94.5%
2022-11-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.545,3.601,1.74,0.258,21.2%,2.1x,14.0x,12.0%,23.1%,189.0%,30.1%
2022-11-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,1.959,13.866,5.389,1.299,28.3%,2.6x,10.7x,7.0%,25.2%,53.8%,50.6%
2022-11-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.277,1.781,0.78,0.159,21.8%,2.2x,11.2x,12.1%,21.1%,268.4%,29.5%
2022-11-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.311,8.928,4.571,0.816,24.2%,2.0x,10.9x,8.8%,18.3%,119.5%,48.5%
2022-11-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.449,4.58,0.577,0.183,39.8%,7.9x,25.1x,3.8%,16.9%,420.9%,52.0%
2022-11-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.621,5.547,3.013,0.555,24.0%,1.8x,10.0x,6.6%,19.3%,233.5%,46.3%
2022-11-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.308,4.164,1.491,0.267,23.7%,2.9x,15.5x,3.4%,10.1%,417.4%,47.3%
2022-11-01,INTC,Intel,NasdaqGS,Information Technology,Developed,42.642,116.8,69.54,13.301,11.5%,1.7x,8.8x,-11.4%,14.0%,81.1%,51.6%
2022-11-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.553,1.543,0.787,0.09,13.9%,2.0x,17.1x,6.2%,11.3%,153.6%,42.1%
2022-11-01,DELL,Dell Technologies,NYSE,Information Technology,Developed,3.243,28.695,107,5.417,5.1%,0.3x,5.5x,13.1%,533.3%,10.1%,65.2%
2022-10-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.599,21.904,4.295,0.99,19.7%,5.1x,22.1x,5.9%,18.6%,295.7%,25.3%
2022-10-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,3.69,10.237,18.793,1.5,13.1%,0.5x,6.8x,7.4%,13.1%,44.5%,46.9%
2022-10-01,VNT,Vontier,NYSE,Information Technology,Developed,1.108,2.639,3.083,0.523,19.9%,0.9x,5.0x,9.9%,123.9%,30.9%,48.4%
2022-10-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.299,1.17,2.342,0.092,9.8%,0.5x,14.6x,2.2%,9.9%,106.6%,42.3%
2022-10-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.465,3.96,1.74,0.258,21.2%,2.3x,15.4x,10.9%,23.1%,189.0%,33.1%
2022-10-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,1.825,13.681,5.389,1.299,28.3%,2.5x,10.5x,7.1%,25.2%,53.8%,49.9%
2022-10-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,0.938,1.868,0.797,0.159,21.8%,2.3x,11.8x,11.6%,21.1%,268.4%,31.0%
2022-10-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.311,8.195,4.571,0.816,24.2%,1.8x,10.0x,9.6%,18.3%,119.5%,44.5%
2022-10-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.447,4.456,0.577,0.183,39.8%,7.7x,24.4x,3.9%,16.9%,420.9%,50.5%
2022-10-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.598,5.495,3.013,0.555,24.0%,1.8x,9.9x,6.7%,19.3%,233.5%,45.9%
2022-10-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.298,4.235,1.491,0.267,23.7%,2.8x,15.9x,3.6%,10.0%,390.8%,46.7%
2022-10-01,INTC,Intel,NasdaqGS,Information Technology,Developed,40.341,105.8,73.394,19.105,17.4%,1.4x,5.5x,-1.5%,20.5%,99.4%,47.0%
2022-10-01,IDCC,InterDigital,NasdaqGS,Information Technology,Developed,0.249,1.199,0.481,0.083,33.3%,2.5x,13.8x,9.5%,12.6%,386.6%,55.3%
2022-10-01,DXC,DXC Technology,NYSE,Information Technology,Developed,2.571,5.627,15.831,0.557,9.3%,0.4x,10.4x,26.1%,11.1%,35.3%,61.7%
2022-10-01,DELL,Dell Technologies,NYSE,Information Technology,Developed,3.274,25.045,107,5.417,5.1%,0.2x,4.8x,15.0%,533.3%,10.1%,56.3%
2022-09-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.991,24.151,4.295,0.99,19.7%,5.6x,24.4x,5.4%,18.6%,295.7%,26.5%
2022-09-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,3.382,13.206,18.793,1.5,13.1%,0.7x,8.8x,5.7%,13.1%,44.5%,60.5%
2022-09-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.35,1.289,2.342,0.092,9.8%,0.6x,16.1x,2.0%,9.9%,106.6%,46.6%
2022-09-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,1.77,12.978,3.432,0.841,30.0%,3.8x,15.4x,6.4%,35.1%,98.1%,49.2%
2022-09-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.432,4.478,1.74,0.258,21.2%,2.6x,17.4x,9.6%,23.1%,189.0%,37.7%
2022-09-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,1.886,15.979,5.389,1.299,28.3%,3.0x,12.3x,6.1%,25.2%,53.8%,54.7%
2022-09-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,0.754,2.137,0.797,0.159,21.8%,2.7x,13.5x,10.1%,21.1%,268.4%,35.5%
2022-09-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.318,9.297,4.571,0.816,24.2%,2.0x,11.4x,8.5%,18.3%,119.5%,47.9%
2022-09-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.428,5.144,0.577,0.183,39.8%,8.9x,28.2x,3.4%,16.9%,420.9%,52.2%
2022-09-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.675,2.687,1.022,0.103,13.8%,2.6x,26.1x,11.9%,20.5%,74.4%,44.0%
2022-09-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.582,6.447,3.013,0.555,24.0%,2.1x,11.6x,5.7%,19.3%,233.5%,53.8%
2022-09-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.473,4.542,1.491,0.267,23.7%,3.0x,17.0x,3.4%,10.0%,390.8%,50.1%
2022-09-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.706,6.138,15.831,0.557,9.3%,0.4x,11.3x,23.9%,11.1%,35.3%,67.3%
2022-09-01,DELL,Dell Technologies,NYSE,Information Technology,Developed,3.343,27.596,107,5.417,5.1%,0.3x,5.3x,13.6%,533.3%,10.1%,62.1%
2022-09-01,CGNX,Cognex,NasdaqGS,Information Technology,Developed,1.134,7.373,1.086,0.259,28.9%,6.8x,28.5x,2.6%,18.3%,187.1%,46.3%
2022-08-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,5.359,31.446,4.217,1.262,25.9%,7.5x,24.9x,4.8%,24.9%,316.5%,26.1%
2022-08-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,3.906,15.383,19.185,1.821,14.7%,0.8x,8.4x,9.2%,16.6%,57.0%,70.2%
2022-08-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.385,1.536,2.342,0.092,9.8%,0.7x,19.1x,2.0%,10.0%,106.4%,56.0%
2022-08-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,1.775,16.068,3.432,0.841,30.0%,4.7x,19.1x,5.2%,35.1%,98.1%,59.5%
2022-08-01,SQSP,Squarespace,NYSE,Information Technology,Developed,0.71,2.964,0.829,-0.042,-1.9%,3.6x,-69.2x,4.5%,106.7%,58.4%,40.3%
2022-08-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.459,10.667,4.646,1.033,28.0%,2.3x,10.3x,7.8%,22.5%,144.5%,51.0%
2022-08-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.434,5.47,0.57,0.183,39.7%,9.6x,30.2x,3.1%,17.4%,382.9%,49.2%
2022-08-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.826,3.412,1.586,-1.005,-29.4%,2.2x,-3.4x,-1.4%,136.8%,114.5%,34.2%
2022-08-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.957,3.154,1.022,0.103,13.8%,3.1x,30.6x,9.2%,20.5%,74.4%,51.7%
2022-08-01,MTSI,MACOM Tech,NasdaqGS,Information Technology,Developed,0.412,4.048,0.652,0.218,17.7%,6.2x,18.6x,3.3%,41.8%,528.8%,72.1%
2022-08-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.653,5.585,1.485,0.279,24.1%,3.8x,20.0x,3.5%,10.5%,506.3%,48.8%
2022-08-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.753,7.269,16.265,0.736,9.5%,0.4x,10.1x,17.2%,14.3%,39.0%,71.6%
2022-08-01,CVLT,Commvault,NasdaqGS,Information Technology,Developed,0.261,2.517,0.784,0.232,4.1%,3.2x,108.3x,6.3%,7.4%,72.7%,66.7%
2022-08-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,0.901,5.011,6.507,0.696,12.6%,0.8x,7.2x,5.6%,24.1%,62.1%,69.9%
2022-08-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.121,1.195,0.171,0.058,5.7%,7.0x,209.3x,1.6%,6.1%,151.2%,81.7%
2022-07-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,5.316,33.111,4.217,1.262,25.9%,7.9x,26.3x,4.6%,24.9%,316.5%,27.3%
2022-07-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.32,13.598,19.185,1.821,14.7%,0.7x,7.5x,10.4%,16.6%,57.0%,60.2%
2022-07-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,1.795,13.745,3.677,0.971,31.9%,3.7x,14.2x,6.8%,40.5%,151.2%,50.9%
2022-07-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,2.244,14.664,5.273,1.37,29.1%,2.8x,10.7x,7.1%,27.7%,111.2%,46.9%
2022-07-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.428,9.592,4.646,1.033,28.0%,2.1x,9.3x,8.7%,22.5%,144.5%,45.9%
2022-07-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.447,4.826,0.57,0.182,39.7%,8.5x,26.6x,3.5%,17.4%,382.9%,43.4%
2022-07-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.826,3.412,1.586,-1.005,-29.4%,2.2x,-3.4x,-1.4%,136.8%,114.5%,34.2%
2022-07-01,MTSI,MACOM Tech,NasdaqGS,Information Technology,Developed,0.467,3.094,0.633,0.201,17.3%,4.9x,15.4x,4.5%,41.5%,533.3%,55.1%
2022-07-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.653,5.361,2.998,0.572,24.9%,1.8x,9.4x,8.9%,20.8%,241.5%,53.4%
2022-07-01,LRCX,Lam Research,NasdaqGS,Information Technology,Developed,1.374,54.769,16.737,4.541,31.2%,3.3x,12.1x,6.5%,79.7%,103.8%,54.3%
2022-07-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.757,4.717,1.485,0.279,24.1%,3.2x,16.9x,4.2%,10.5%,506.3%,41.2%
2022-07-01,INTC,Intel,NasdaqGS,Information Technology,Developed,35.504,148.6,77.704,24.62,24.8%,1.9x,6.0x,6.6%,26.9%,132.0%,65.1%
2022-07-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.949,6.876,16.265,0.736,9.5%,0.4x,9.6x,17.2%,14.3%,39.0%,67.8%
2022-07-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,0.975,3.779,6.409,0.697,13.0%,0.6x,5.4x,7.5%,25.1%,71.6%,52.7%
2022-07-01,AMAT,Applied Materials,NasdaqGS,Information Technology,Developed,8.441,75.05,24.835,6.756,31.9%,3.0x,11.1x,6.9%,57.3%,59.0%,51.9%
2022-06-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,5.562,32.12,4.217,1.262,25.9%,7.6x,25.5x,4.7%,24.9%,316.5%,26.5%
2022-06-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.457,1.461,2.248,0.132,9.4%,0.6x,11.9x,-0.2%,17.0%,87.9%,53.2%
2022-06-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,1.735,17.084,3.677,0.971,31.9%,4.6x,17.6x,5.4%,40.5%,151.2%,63.3%
2022-06-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.591,5.751,1.591,0.193,20.2%,3.6x,29.7x,6.6%,18.5%,192.1%,48.5%
2022-06-01,SWKS,Skyworks Solutions,NasdaqGS,Information Technology,Developed,2.158,17.263,5.273,1.37,29.1%,3.3x,12.6x,6.1%,27.7%,111.2%,55.2%
2022-06-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.359,11.62,4.646,1.033,28.0%,2.5x,11.2x,7.2%,22.5%,144.5%,54.4%
2022-06-01,QCOM,Qualcomm,NasdaqGS,Information Technology,Developed,11.078,157.8,39.264,11.159,32.6%,4.0x,14.1x,4.6%,107.5%,86.0%,73.0%
2022-06-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.415,5.94,0.57,0.182,39.7%,10.4x,32.7x,2.9%,17.4%,382.9%,53.3%
2022-06-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.395,3.527,1.586,-1.005,-29.6%,2.2x,-3.5x,-1.3%,136.8%,114.5%,35.9%
2022-06-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.88,3.085,0.947,0.072,10.9%,3.3x,43.0x,7.3%,15.1%,72.5%,51.2%
2022-06-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.621,6.768,2.998,0.572,24.9%,2.3x,11.8x,7.0%,20.8%,241.5%,65.3%
2022-06-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.723,5.305,1.485,0.279,24.1%,3.6x,19.0x,3.7%,10.5%,506.3%,46.4%
2022-06-01,DXC,DXC Technology,NYSE,Information Technology,Developed,2.263,7.975,16.265,0.736,9.5%,0.5x,11.1x,15.6%,14.3%,39.0%,78.2%
2022-06-01,CIEN,Ciena Corp,NYSE,Information Technology,Developed,1.485,7.812,3.708,0.49,12.6%,2.1x,15.9x,5.2%,18.2%,207.7%,65.6%
2022-06-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,0.916,4.967,6.409,0.697,13.0%,0.8x,7.2x,5.7%,25.1%,71.6%,69.1%
2022-05-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.69,29.784,4.1,1.376,27.6%,7.3x,21.7x,4.9%,28.5%,343.1%,24.5%
2022-05-01,ZETA,Zeta Global Holdings,NYSE,Information Technology,Developed,1.004,2.157,0.458,-0.25,-53.1%,4.7x,-8.4x,1.6%,345.1%,98.2%,80.5%
2022-05-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,3.698,16.607,19.185,1.821,13.8%,0.9x,9.1x,7.8%,16.6%,57.0%,67.9%
2022-05-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.454,1.419,2.248,0.132,9.4%,0.6x,11.6x,-0.2%,17.0%,87.9%,51.2%
2022-05-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.558,5.867,1.447,0.142,17.6%,4.1x,41.2x,6.8%,14.6%,157.1%,49.6%
2022-05-01,SQSP,Squarespace,NYSE,Information Technology,Developed,0.534,2.794,0.784,-0.249,2.2%,3.6x,-11.2x,4.0%,73.8%,63.9%,30.9%
2022-05-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.359,12.337,4.552,1.12,28.2%,2.7x,11.0x,7.0%,24.4%,146.8%,56.5%
2022-05-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.417,6.03,0.554,0.184,41.1%,10.9x,32.9x,2.5%,18.2%,352.9%,54.1%
2022-05-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.626,6.328,2.998,0.572,24.9%,2.1x,11.1x,7.5%,20.8%,241.5%,59.7%
2022-05-01,LRCX,Lam Research,NasdaqGS,Information Technology,Developed,1.396,64.608,16.737,4.541,31.2%,3.9x,14.2x,5.5%,79.7%,103.8%,63.8%
2022-05-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.655,4.964,1.461,0.277,24.1%,3.4x,17.8x,5.4%,10.4%,483.2%,41.2%
2022-05-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,1.429,15.072,3.758,0.482,14.5%,4.0x,31.3x,3.1%,21.5%,189.5%,36.5%
2022-05-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,0.994,4.604,6.138,0.646,12.5%,0.8x,7.2x,7.4%,24.4%,64.2%,64.0%
2022-05-01,AMAT,Applied Materials,NasdaqGS,Information Technology,Developed,8.061,97.483,24.172,6.55,32.1%,4.0x,14.9x,6.1%,56.1%,91.6%,66.2%
